id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
670948992037574154,906001,Mariam,Spånga-Tensta,59.39167,17.91765,Private room,250.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tiny room NY in a house full of students. Welcome to a creative, quiet and tidy small room in Stockholm perfect for students.<br />The subway and grocery store is 800 meters away . The sub takes you to Stockholm's central station, in twenty minutes.<br />Next door you also have the 'Järvafältet', one of Stockholm's biggest and most beautiful nature reserves. You’ll love my place because of You will be able to meet up with other young people from all over the world in the exact situation as you.. My place is good for solo adventurers..<br /><br /><b>The space</b><br />It is smart compact living with a bed that folds to a desk during the day."
671474508244639642,29628265,Jakob,Skarpnäck,59.29577,18.09146,Entire home/apt,1000.0,1,2022-09-03,0.14,1,4.0,3.0,3.0,4.0,4.0,4.0,3.0,Nyrenoverad hörnlägenhet med balkong Lev det enkla livet i detta fridfulla och centralt belägna boende.🌞
671620116127319091,469635014,Menna,Kungsholmen,59.334,18.00292,Entire home/apt,1000.0,17,2023-03-18,2.24,17,5.0,4.94,5.0,4.94,4.94,4.76,4.71,"Convenient downtown studio with perfect location! Romantic studio for a perfect weekend in Stockholm! Full kitchen, private bathroom with shower and access to laundry!"
672250582683392949,60382478,Elias,Norrmalm,59.33919,18.02955,Entire home/apt,1132.0,25,2023-03-24,2.98,25,4.52,4.64,4.68,4.68,4.64,4.76,4.56,"Cozy Apartment in Scandinavian Style in Calm Area Scandinavian styled Apartment in a Beautiful and calm Neighbourhood will give you Amazing memories for life. Parks, restaurants, water and metro nearby. You will fall in love with the area and colourful buildings around. Relax with the whole family at this peaceful place to stay.<br /><br /><b>Other things to note</b><br />There is now internet in the place :)"
672324649945128835,469798499,Anders,Hägersten-Liljeholmen,59.2924253,17.9563881,Entire home/apt,1100.0,13,2023-02-15,1.63,13,4.92,4.92,4.92,5.0,4.92,4.62,4.62,"Nyrenoverad studio nära Stockholms city Studio apartment i toppskikt, mitt i ett idylliskt familjeområde. Kingsize säng  i sovalkov och en bäddbar soffa, där ytterligare en kan sova. Det finns dessutom ett extra sovrum med egen dörr.<br />Lägenheten passar två till fyra personer. <br />Lekpark finns i närheten. <br />Köket är fullt utrustat, och tillgång till uteplats finns. Gratis parkering finns på gatan. 250 Mb/s wifi ingår.<br />Närmsta tunnelbana ligger 6 min bort och det tar 15 min att åka till Slussen, centrala Stockolm.<br /><br /><b>The space</b><br />Studion har en öppen planlösning, med en möjlighet att hyra ett extra sovrum med egen dörr.<br />(Kan ju vara bra om man t.ex. är affärskolleger, eller om någon snarkar :)<br />Exempel på utrustning är:<br />Led belysning med dimmers.<br />Rullgardiner som styrs av fjärrkontroll.<br />Golvvärme i alla rum.<br />Tv med Netflix.<br />Kodlås istället för nycklar."
672357263367628478,469798499,Anders,Hägersten-Liljeholmen,59.2924253,17.9563881,Entire home/apt,1100.0,8,2023-02-05,1.0,8,4.88,5.0,4.88,5.0,5.0,5.0,5.0,"Charmigt litet hus nära city. Nybyggd litet hus (attefallshus) med sovloft mitt i ett idylliskt familjeområde. På nedre plan finns en bäddsoffa där två ytterligare personer kan sova.<br /><br />Huset passar ett 1-2 par eller en familj med 1-2 barn. Lekpark finns i närheten.<br /><br />Köket är fullt utrustat, och tillgång till uteplats finns. <br /><br />Gratis parkering finns på gatan. 100 Mb/s wifi ingår.<br /><br />Närmsta tunnelbana ligger 6 min bort och det tar 15 min att åka till Slussen, centrala Stockolm.<br /><br /><b>The space</b><br />Husets yta är 25 m2, med ett loft på 10 m2. Köket har induktionsspis, micro och diskmaskin. Badrummet har tvättmaskin."
672392527885904337,469798499,Anders,Hägersten-Liljeholmen,59.29312,17.95745,Entire home/apt,1500.0,3,2022-09-05,0.39,3,5.0,4.67,4.67,5.0,5.0,5.0,4.67,"Trevlig villa med rymd för tre till fyra personer. Centralt belägen 100 m2 villa i lugnt villaområde. <br /><br />Villan passar ett par eller en familj med 1-2 barn. Lekpark och badplats finns i närheten.<br /><br />Köket är fullt utrustat, och tillgång till uteplats finns. Gratis parkering och 100 Mb/s wifi ingår.<br /><br />Närmsta tunnelbana ligger 6 min bort och det tar 15 min att åka till Slussen, centrala Stockolm."
672420930476918989,469827497,Annica,Älvsjö,59.27667640000001,17.9591776,Entire home/apt,1200.0,3,2022-09-25,0.39,3,5.0,5.0,5.0,5.0,5.0,4.33,4.67,"Lower floor of 50 sqm in nice villa with parking Peaceful and child-friendly accommodation near a lake and central Stockholm.<br /><br /><b>The space</b><br />2-room apartment with own entrance on the lower floor of a villa. The bedroom has a queen zise bed (160x200) and in the living room there is a sofa bed (140x180).<br />The kitchen is equipped with a fridge, stove, cooker hood, microwave, kettle and coffee maker.<br />The bathroom has a bathtub, shower and washing machine.<br /><br /><b>Guest access</b><br />If you arrive by car, you can park in the driveway. You also have access to the garden with trampoline.<br /><br /><b>Other things to note</b><br />It takes about 30 minutes to get to Stockholm C by public transport.<br />The lake is a 6- minute walk away."
672960578343913284,36402098,Oscar,Bromma,59.33679,17.94365,Entire home/apt,1400.0,4,2022-09-23,0.49,4,4.75,5.0,5.0,5.0,5.0,5.0,4.75,"Fin lägenhet i lummiga Abrahamsberg En mysig tvåa i lummiga Abrahamsberg. Här finns plats för fyra personer. 140 säng, skön soffa och en uppblåsbar madrass. Lägenheten är utrustad med diskmaskin och tvättmaskin."
672991074388322659,282097980,Elin,Kungsholmen,59.3360543,18.0320289,Entire home/apt,850.0,1,2022-07-24,0.12,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Cozy apartment in the best Stockholm area. Enjoy a stylish experience at this centrally-located apartment in the heart of Stockholm. You will be staying in Kungshomen which is a beautiful area surrounded by restaurants, bars, nature, parks and lake views.<br /><br />The apartment has all you need including 1 big bed and 1 extra comfy sofa-bed, large tv with entertainment, dishwasher, oven, laundry machine, etc."
673578653651314532,428239101,UNITY Hammarby Sjöstad,Södermalm,59.3027592,18.0941297,Private room,1331.0,1,2022-08-24,0.14,1,4.0,5.0,3.0,5.0,3.0,4.0,5.0,"Modern Loft Apartment Both short and long stay property with studio apartments designed by Tom Dixon. The historic building is suitable for everyone with requirements for flexibility, design and location. It is a managed, safe and secure residence.  Residents have access to a range of amenities including lounges, lobby café, fully equipped gym and changing rooms, a beautiful garden and roof top terrace.  Fast and secure wifi . Weekly cleaning included<br /><br /><b>Other things to note</b><br />Pets are welcome on request (limited amount of rooms available). <br />300 SEK per week per pet - charged at the property."
673610396378802145,16683151,Olof,Södermalm,59.31309109999999,18.077079,Entire home/apt,1802.0,18,2022-11-13,2.2,18,4.56,4.72,4.83,4.94,4.72,5.0,4.5,"*Stylish Scandinavian Studio in TOP Location* Enjoy easy access to everything from this perfectly located home base.<br /><br />Live comfortably in this bright, tastefully decorated apartment in the best possible location in trendy ”SoFo”, Södermalm. . Suitable for both the business trip, couples as well as for the families. <br /><br /> You can find everything you might wish for within a couple of minutes walking, from a cozy bakery for breakfast to great restaurants and hip bars.<br /><br /><b>Other things to note</b><br />To enter the building, you need a smartphone, as we use an app called Parakey  to access."
674344093873612950,176434427,Carolina,Kungsholmen,59.32329,17.98827,Entire home/apt,800.0,3,2022-11-23,0.59,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Beautiful Apartment - Nature, Water, Inner City Relax in this peaceful and quiet apartment on an island close to the city center in Stockholm. <br /><br />Come home and relax and enjoy the docks down by the water a 3 minute walk from the apartment. <br /><br />This island is located around 20 min by bus from the city center and 20 min bike ride. It is a quiet and peaceful place with a balcony, lots of light coming in through the windows and spacious enough for up to 2 people. <br /><br />There are a few restaurants, a food store and bus stop close by. <br /><br />Enjoy!<br /><br /><b>The space</b><br />Welcome to this 34 sqm apartment on a beautiful island close to the city center of Stockholm! <br /><br />It is a 1,5 room apartment with a bigger living room, a small kitchen, a small bathroom with a tiny bathtub and a tiny bedroom. The bed is 120 cm small double bed. I also have an extra mattress that can be put in the living room on the floor. <br />There is a balcony close to the bedroom. <br /><br />There is self check in through"
674449204333819337,470323168,Joacim,Farsta,59.25241,18.06124,Entire home/apt,1770.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parhus i fina Fagersjö med plats för hela familjen Koppla av med hela familjen i detta fridfulla boende. 105m2 fördelat på 3 våningar, 2 sovrum och bra sällskapsytor både inne och ute på 2 stora uteplatser. närhet till vatten och natur, du når Stockholm city på 20 minuter, bra förbindelser med både buss och tunnelbana<br /><br /><b>The space</b><br />Masterbedroom med 1 dubbelsäng och 65"" tv.<br />Gästrum med en 150cm Bäddsoffa och tv.<br />Stort öppet kök och vardagsrum på mellanvåningen.<br /><br /><b>Guest access</b><br />Tillgång till alla utrymmen<br /><br /><b>Other things to note</b><br />2 uteplatser på ca 35m2 styck finns att nyttja, med grill på den ena och lounggrupp på den andra"
674531799390604990,3193831,Matilda,Södermalm,59.3177665,18.0740291,Entire home/apt,2800.0,3,2023-01-07,0.39,3,4.33,4.67,5.0,5.0,4.67,5.0,3.67,"Fantastisk lägenhet med egen uteplats Mitt på Södermalms finaste torg hittar ni denna lugna oas. Gångavstånd till nästan samtliga sevärdheter och shoppinggatorna i hela Stockholm. <br /><br />Uppe på Mosebacke torg kan dra dig tillbaks från storstadens brus, avsluta dagen med en kall dryck uppe på Mosebacke terrassen med utsikt över hela Stockholm? Eller slappa på uteplatsen mot den tysta och privata innergården."
674674575895053609,337683645,Maria,Norrmalm,59.34198,18.04812,Entire home/apt,2333.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Central 5,5:a med två kakelugnar och två balkonger Nyrenoverad sekelskiftesvåning mitt emellan Vasaparken och Gustaf Vasa kyrka – ett stenkast från Odenplan! Våningen är välplanerad (148 kvm), genomgående och har ett fantastiskt ljusinsläpp från stora fönster. Balkongerna vetter delvis ut mot söderläge och bjuder på sol med ett högt läge över innergård. Våningen erbjuder stora, sociala ytor, 3 sovrum, modernt och påkostat kök samt två badrum med påkostade materialval. Två fungerande kakelugnar."
674990292266476653,363914486,Frank,Kungsholmen,59.32692,18.01361,Entire home/apt,1395.0,2,2022-08-03,0.25,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,"1 bed apartment with balcony Keep it simple at this peaceful and centrally-located place. Comfortable apartment with good communications, close to swimming areas"
675152069709618971,280607063,Hotel Söder,Södermalm,59.3156,18.07854,Entire home/apt,22995.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Populärt & mysigt mindre hotell centrala Stockholm Härligt hotell för mindre sällskap oavsett privat eller företag mitt i/på det pulserande Södermalm i Stockholm. 150 meter från Medborgarplatsen. 10 minuters promenad till Gamla Stan. Nära T-Bana och endast 5 minuter från Stockholms Centralstation.<br /><br /><b>The space</b><br />Moderna hotellrum med tv. Alla rum har helkaklad dusch/toalett. Plats för 22 gäster. Hotellet har 4 enkelrum, 6 dubbelrum och 2 trebäddsrum. Sängkläder, handdukar, hygienprodukter och städning ingår alltid. Frukostbuffe går att välja till.<br /><br /><b>Guest access</b><br />Gästerna har tillgång till samtliga hotellrum och hotellets allmänna ytor såsom restaurang och lounge. I/på hotellets köksö finns porslin, bestick och mikrovågsugn att tillgå.<br /><br /><b>Other things to note</b><br />Hotellet hjälper gärna till med information om aktiviteter och platser att besöka, mat och dryck samt transporter. Notera att hotellets kök enbart är tillgängligt för hotellets personal. Hotellet har erfarenhet av företag s"
675406059173728571,65638984,Bonice,Hägersten-Liljeholmen,59.29543,17.95115,Entire home/apt,880.0,15,2023-01-01,1.84,15,4.93,4.93,4.87,5.0,5.0,4.6,4.93,"New built design villa w. garden, terrace, parking A Newly built and beautiful attefall house (30+10 sqm) with everything you need for a pleasant stay in Stockholm.<br />New Microwave, refrigerator, cooker, washing machines, all for your convince.<br /><br /><b>The space</b><br />The house has 2 bedrooms, one is on the ground floor, another one is 10 m2 on the loft, led up by solid stairs.<br />It has fully equipped kitchen with new full size refrigerator, coffee maker, toaster, induction stovetop, hot air oven.<br />The bathroom is very spacious with everything new, washing machine combined with dryer, shower and floor heating.<br /><br /><b>Guest access</b><br />You have your own entry, garden, outdoor dining area and free parking space.<br /><br /><b>Other things to note</b><br />The house is surrounded by cherry tree, apple tree, and plum tree. Also various berries pop up in the garden. It will be a nice surprise to see what you find when you stay here."
